Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Offers Regression,Chrome 79.0.3945.130,,,2020-02-03 14:46:17,2020-02-03 14:47:38,1m - 21.257s,FAILED
,,,,,,,
Test Cases/Test Scenarios/Modules/Login/GSM Login,Chrome 79.0.3945.130,,,2020-02-03 14:46:17,2020-02-03 14:46:47,29.823s,PASSED
"openBrowser("""")",Chrome 79.0.3945.130,,,2020-02-03 14:46:19,2020-02-03 14:46:26,7.163s,PASSED
navigateToUrl(url),Chrome 79.0.3945.130,,,2020-02-03 14:46:26,2020-02-03 14:46:34,7.565s,PASSED
maximizeWindow(),Chrome 79.0.3945.130,,,2020-02-03 14:46:34,2020-02-03 14:46:38,4.206s,PASSED
"click(findTestObject(""Object Repository/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 79.0.3945.130,,,2020-02-03 14:46:38,2020-02-03 14:46:38,0.006s,NOT_RUN
delay(3),Chrome 79.0.3945.130,,,2020-02-03 14:46:38,2020-02-03 14:46:38,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 79.0.3945.130,,,2020-02-03 14:46:38,2020-02-03 14:46:39,0.770s,PASSED
delay(2),Chrome 79.0.3945.130,,,2020-02-03 14:46:39,2020-02-03 14:46:41,2.034s,PASSED
"setText(findTestObject(""Object Repository/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 79.0.3945.130,,,2020-02-03 14:46:41,2020-02-03 14:46:41,0.568s,PASSED
"click(findTestObject(""Object Repository/GSM Login/Page_GSM Login/button_Log In""))",Chrome 79.0.3945.130,,,2020-02-03 14:46:41,2020-02-03 14:46:42,0.635s,PASSED
delay(5),Chrome 79.0.3945.130,,,2020-02-03 14:46:42,2020-02-03 14:46:47,5.006s,PASSED
"verifyElementText(findTestObject(""GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 79.0.3945.130,,,2020-02-03 14:46:47,2020-02-03 14:46:47,0.001s,NOT_RUN
,,,,,,,
Test Cases/Test Scenarios/Modules/Content Management/OFFERS/Delete Offer,Chrome 79.0.3945.130,,,2020-02-03 14:46:47,2020-02-03 14:47:38,50.938s,FAILED
"click(findTestObject(""Create Offer/Page_Dashboard/div_Content""))",Chrome 79.0.3945.130,,,2020-02-03 14:46:47,2020-02-03 14:46:50,2.785s,PASSED
"click(findTestObject(""Create Offer/Page_Templates/a_Offers""))",Chrome 79.0.3945.130,,,2020-02-03 14:46:50,2020-02-03 14:46:52,1.805s,PASSED
"click(findTestObject(""Delete Offer/Page_Offers/div_Most Recent Uploads_library-table-checkbox no-label checkbox""))",Chrome 79.0.3945.130,,,2020-02-03 14:46:52,2020-02-03 14:47:38,46.087s,FAILED
