Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Offers Regression,Chrome 79.0.3945.130,,,2020-02-03 14:36:52,2020-02-03 14:38:05,1m - 13.356s,FAILED
,,,,,,,
Test Cases/Test Scenarios/Modules/Login/GSM Login,Chrome 79.0.3945.130,,,2020-02-03 14:36:52,2020-02-03 14:37:23,30.704s,PASSED
"openBrowser("""")",Chrome 79.0.3945.130,,,2020-02-03 14:36:54,2020-02-03 14:37:03,8.258s,PASSED
navigateToUrl(url),Chrome 79.0.3945.130,,,2020-02-03 14:37:03,2020-02-03 14:37:09,6.882s,PASSED
maximizeWindow(),Chrome 79.0.3945.130,,,2020-02-03 14:37:09,2020-02-03 14:37:14,4.247s,PASSED
"click(findTestObject(""Object Repository/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 79.0.3945.130,,,2020-02-03 14:37:14,2020-02-03 14:37:14,0.002s,NOT_RUN
delay(3),Chrome 79.0.3945.130,,,2020-02-03 14:37:14,2020-02-03 14:37:14,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 79.0.3945.130,,,2020-02-03 14:37:14,2020-02-03 14:37:15,0.864s,PASSED
delay(2),Chrome 79.0.3945.130,,,2020-02-03 14:37:15,2020-02-03 14:37:17,2.036s,PASSED
"setText(findTestObject(""Object Repository/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 79.0.3945.130,,,2020-02-03 14:37:17,2020-02-03 14:37:17,0.554s,PASSED
"click(findTestObject(""Object Repository/GSM Login/Page_GSM Login/button_Log In""))",Chrome 79.0.3945.130,,,2020-02-03 14:37:17,2020-02-03 14:37:18,0.639s,PASSED
delay(5),Chrome 79.0.3945.130,,,2020-02-03 14:37:18,2020-02-03 14:37:23,5.005s,PASSED
"verifyElementText(findTestObject(""GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 79.0.3945.130,,,2020-02-03 14:37:23,2020-02-03 14:37:23,0.002s,NOT_RUN
,,,,,,,
Test Cases/Test Scenarios/Modules/Content Management/OFFERS/Create Offer,Chrome 79.0.3945.130,,,2020-02-03 14:37:23,2020-02-03 14:38:05,42.178s,FAILED
"click(findTestObject(""Object Repository/Create Offer/Page_Dashboard/div_Content""))",Chrome 79.0.3945.130,,,2020-02-03 14:37:24,2020-02-03 14:37:25,0.788s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Templates/a_Offers""))",Chrome 79.0.3945.130,,,2020-02-03 14:37:25,2020-02-03 14:37:27,2.403s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/a_New Offer""))",Chrome 79.0.3945.130,,,2020-02-03 14:37:27,2020-02-03 14:37:31,3.484s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/input_Offer Name_name""), OfferName)",Chrome 79.0.3945.130,,,2020-02-03 14:37:31,2020-02-03 14:37:34,3.058s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/input_Marketing Category_marketingCategory""))",Chrome 79.0.3945.130,,,2020-02-03 14:37:34,2020-02-03 14:38:05,31.121s,FAILED
