Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Offers Regression,Chrome 79.0.3945.130,,,2020-02-03 14:57:41,2020-02-03 14:59:12,1m - 30.910s,FAILED
,,,,,,,
Test Cases/Test Scenarios/Modules/Login/GSM Login,Chrome 79.0.3945.130,,,2020-02-03 14:57:41,2020-02-03 14:58:10,28.601s,PASSED
"openBrowser("""")",Chrome 79.0.3945.130,,,2020-02-03 14:57:43,2020-02-03 14:57:51,7.357s,PASSED
navigateToUrl(url),Chrome 79.0.3945.130,,,2020-02-03 14:57:51,2020-02-03 14:57:57,6.089s,PASSED
maximizeWindow(),Chrome 79.0.3945.130,,,2020-02-03 14:57:57,2020-02-03 14:58:01,4.186s,PASSED
"click(findTestObject(""Object Repository/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 79.0.3945.130,,,2020-02-03 14:58:01,2020-02-03 14:58:01,0.003s,NOT_RUN
delay(3),Chrome 79.0.3945.130,,,2020-02-03 14:58:01,2020-02-03 14:58:01,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 79.0.3945.130,,,2020-02-03 14:58:01,2020-02-03 14:58:02,0.844s,PASSED
delay(2),Chrome 79.0.3945.130,,,2020-02-03 14:58:02,2020-02-03 14:58:04,2.045s,PASSED
"setText(findTestObject(""Object Repository/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 79.0.3945.130,,,2020-02-03 14:58:04,2020-02-03 14:58:04,0.578s,PASSED
"click(findTestObject(""Object Repository/GSM Login/Page_GSM Login/button_Log In""))",Chrome 79.0.3945.130,,,2020-02-03 14:58:04,2020-02-03 14:58:05,0.642s,PASSED
delay(5),Chrome 79.0.3945.130,,,2020-02-03 14:58:05,2020-02-03 14:58:10,5.006s,PASSED
"verifyElementText(findTestObject(""GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 79.0.3945.130,,,2020-02-03 14:58:10,2020-02-03 14:58:10,0.004s,NOT_RUN
,,,,,,,
Test Cases/Test Scenarios/Modules/Content Management/OFFERS/Delete Offer,Chrome 79.0.3945.130,,,2020-02-03 14:58:10,2020-02-03 14:59:12,1m - 1.788s,FAILED
"click(findTestObject(""Create Offer/Page_Dashboard/div_Content""))",Chrome 79.0.3945.130,,,2020-02-03 14:58:10,2020-02-03 14:58:13,2.295s,PASSED
"click(findTestObject(""Create Offer/Page_Templates/a_Offers""))",Chrome 79.0.3945.130,,,2020-02-03 14:58:13,2020-02-03 14:58:19,6.729s,PASSED
"click(findTestObject(""hamburger""))",Chrome 79.0.3945.130,,,2020-02-03 14:58:19,2020-02-03 14:58:24,4.950s,PASSED
"click(findTestObject(""Object Repository/Delete Offer/Page_Offers/span_Delete""))",Chrome 79.0.3945.130,,,2020-02-03 14:58:24,2020-02-03 14:59:12,47.462s,FAILED
