Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Offers Regression,Chrome 79.0.3945.130,,,2020-02-03 15:05:29,2020-02-03 15:07:38,2m - 9.164s,PASSED
,,,,,,,
Test Cases/Test Scenarios/Modules/Login/GSM Login,Chrome 79.0.3945.130,,,2020-02-03 15:05:29,2020-02-03 15:06:02,32.492s,PASSED
"openBrowser("""")",Chrome 79.0.3945.130,,,2020-02-03 15:05:31,2020-02-03 15:05:39,7.557s,PASSED
navigateToUrl(url),Chrome 79.0.3945.130,,,2020-02-03 15:05:39,2020-02-03 15:05:48,9.667s,PASSED
maximizeWindow(),Chrome 79.0.3945.130,,,2020-02-03 15:05:48,2020-02-03 15:05:53,4.220s,PASSED
"click(findTestObject(""Object Repository/GSM Login/Page_GSM Portal/button_Log in""))",Chrome 79.0.3945.130,,,2020-02-03 15:05:53,2020-02-03 15:05:53,0.003s,NOT_RUN
delay(3),Chrome 79.0.3945.130,,,2020-02-03 15:05:53,2020-02-03 15:05:53,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/GSM Login/Page_GSM Login/input_Email Address_email""), username)",Chrome 79.0.3945.130,,,2020-02-03 15:05:53,2020-02-03 15:05:53,0.750s,PASSED
delay(2),Chrome 79.0.3945.130,,,2020-02-03 15:05:53,2020-02-03 15:05:55,2.032s,PASSED
"setText(findTestObject(""Object Repository/GSM Login/Page_GSM Login/input_Password_password""), password)",Chrome 79.0.3945.130,,,2020-02-03 15:05:55,2020-02-03 15:05:56,0.549s,PASSED
"click(findTestObject(""Object Repository/GSM Login/Page_GSM Login/button_Log In""))",Chrome 79.0.3945.130,,,2020-02-03 15:05:56,2020-02-03 15:05:57,0.710s,PASSED
delay(5),Chrome 79.0.3945.130,,,2020-02-03 15:05:57,2020-02-03 15:06:02,5.008s,PASSED
"verifyElementText(findTestObject(""GSM Login/div_Welcome Sankaran""), ""Welcome, Sankaran"")",Chrome 79.0.3945.130,,,2020-02-03 15:06:02,2020-02-03 15:06:02,0.004s,NOT_RUN
,,,,,,,
Test Cases/Test Scenarios/Modules/Content Management/OFFERS/Create Offer,Chrome 79.0.3945.130,,,2020-02-03 15:06:02,2020-02-03 15:06:29,27.871s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Dashboard/div_Content""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:03,2020-02-03 15:06:05,1.651s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Templates/a_Offers""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:05,2020-02-03 15:06:06,1.851s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/a_New Offer""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:06,2020-02-03 15:06:10,3.618s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/input_Offer Name_name""), OfferName)",Chrome 79.0.3945.130,,,2020-02-03 15:06:10,2020-02-03 15:06:14,3.620s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/input_Marketing Category_marketingCategory""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:14,2020-02-03 15:06:14,0.664s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_Offer Description_description""), OfferDescription)",Chrome 79.0.3945.130,,,2020-02-03 15:06:14,2020-02-03 15:06:16,1.681s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/input_Objects set to expire will be automatically archived_expiration""), Expiration)",Chrome 79.0.3945.130,,,2020-02-03 15:06:16,2020-02-03 15:06:17,0.883s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/button_Select""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:17,2020-02-03 15:06:17,0.532s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/a_English (US)""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:17,2020-02-03 15:06:18,0.717s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/button_Next""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:18,2020-02-03 15:06:19,0.696s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_Title_title""), Title)",Chrome 79.0.3945.130,,,2020-02-03 15:06:19,2020-02-03 15:06:22,3.368s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_Subtitle_subtitle""), Subtitle)",Chrome 79.0.3945.130,,,2020-02-03 15:06:22,2020-02-03 15:06:23,1.140s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_Body_body""), Body)",Chrome 79.0.3945.130,,,2020-02-03 15:06:23,2020-02-03 15:06:25,1.193s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/input_Offer_offer""), OfferValue)",Chrome 79.0.3945.130,,,2020-02-03 15:06:25,2020-02-03 15:06:26,1.634s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/button_Select_1""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:26,2020-02-03 15:06:27,0.743s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/a_No Expiration Date""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:27,2020-02-03 15:06:28,0.722s,PASSED
"setText(findTestObject(""Object Repository/Create Offer/Page_Offers/textarea_Terms  Conditions_termsAndConditions""), TermsAndConditions)",Chrome 79.0.3945.130,,,2020-02-03 15:06:28,2020-02-03 15:06:29,1.002s,PASSED
"click(findTestObject(""Object Repository/Create Offer/Page_Offers/button_Create""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:29,2020-02-03 15:06:29,0.804s,PASSED
,,,,,,,
Test Cases/Test Scenarios/Modules/Content Management/OFFERS/Edit Offer,Chrome 79.0.3945.130,,,2020-02-03 15:06:29,2020-02-03 15:07:20,50.940s,PASSED
"click(findTestObject(""Edit Offer/Page_Dashboard/div_Content""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:30,2020-02-03 15:06:34,4.535s,PASSED
"click(findTestObject(""Create Offer/Page_Templates/a_Offers""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:34,2020-02-03 15:06:39,4.593s,PASSED
"click(findTestObject(""hamburger""))",Chrome 79.0.3945.130,,,2020-02-03 15:06:39,2020-02-03 15:06:42,3.174s,PASSED
